dataset,scene,method,checkpoint_path,point_cloud_path,result_path,log_path,status,stage2_train_time_sec,stage2_train_time_min,stage2_train_time_hour,train_time_source,num_benchmark_views,render_time_total_sec,render_time_per_view_sec,render_fps,render_fps_std,benchmark_resolution,benchmark_mode,peak_gpu_memory_mb,peak_torch_allocated_mb,peak_torch_reserved_mb,memory_measure_source,checkpoint_size_mb,point_cloud_size_mb,total_model_size_mb,num_gaussians,total_parameter_count,appearance_parameter_count,trainable_parameter_count_stage2,parameter_overhead_vs_3dgs30k,model_size_overhead_vs_3dgs30k_mb
Mip-NeRF360,flowers,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\flowers\chkpnt30000.pth,<OUTPUT_ROOT>\output\flowers\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\flowers\results.json,,success,,,,unavailable,22,0.2843547,0.0129252136364,77.368160259,0,1600x1054,original_3dgs,5480,4833.00585938,5480,direct_benchmark,1946.36706638,679.820354462,679.820354462,2834591,167240869,0,0,0,0
Mip-NeRF360,flowers,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\3dgs_40k_cont\train.log,success,775.282761,12.92137935,0.2153563225,parsed_log,22,0.297213,0.0135096818182,74.0209883148,0,1600x1054,original_3dgs,5246,4818.34423828,5246,direct_benchmark,1946.36706638,670.416664124,670.416664124,2834591,167240869,0,167240869,0,-9.403690338
Mip-NeRF360,flowers,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\sh_only_10k\train.log,success,799.9591261,13.3326521017,0.222210868361,parsed_log,22,0.3065533,0.0139342409091,71.7656603273,0,1600x1054,original_3dgs,5222,4810.34521484,5222,direct_benchmark,1946.36694431,670.416660309,670.416660309,2834591,167240869,0,136060368,0,-9.403694153
Mip-NeRF360,flowers,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\app_only_10k\train.log,success,1488.8586627,24.814311045,0.41357185075,parsed_log,22,0.2846156,0.0129370727273,77.2972388021,0,1600x1054,cuda_fused,5238,4896.85400391,5238,direct_benchmark,2205.89573383,756.925853729,756.925853729,2834591,189917740,22676871,22676871,22676871,77.105499267
Mip-NeRF360,flowers,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\train.log,success,1662.3526407,27.705877345,0.461764622417,parsed_log,22,0.3134447,0.0142474863636,70.1878194144,0,1600x1054,cuda_fused,5238,4896.85400391,5238,direct_benchmark,2205.89573383,756.925852776,756.925852776,2834591,189917740,22676871,158737239,22676871,77.105498314
Mip-NeRF360,flowers,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\flowers\geofar_sh_ours\train.log,success,1662.3526407,27.705877345,0.461764622417,parsed_log,22,0.6803088,0.0309231272727,32.3382558038,0,1600x1054,torch_precompute,5544,5026.61181641,5544,direct_benchmark,2205.89573383,756.925852776,756.925852776,2834591,189917740,22676871,158737239,22676871,77.105498314
Mip-NeRF360,garden,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\garden\chkpnt30000.pth,<OUTPUT_ROOT>\output\garden\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\garden\results.json,,success,,,,unavailable,24,0.4893239,0.0203884958333,49.0472670556,0,1600x1036,original_3dgs,6644,6302.19042969,6644,direct_benchmark,2901.40686131,997.226940155,997.226940155,4225468,249302612,0,0,0,0
Mip-NeRF360,garden,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\garden\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\garden\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\garden\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\garden\3dgs_40k_cont\train.log,success,1078.9732028,17.9828867133,0.299714778556,parsed_log,24,0.4622796,0.01926165,51.9166322719,0,1600x1036,original_3dgs,6656,6308.09863281,6656,direct_benchmark,2901.40686131,999.374694824,999.374694824,4225468,249302612,0,249302612,0,2.147754669
Mip-NeRF360,garden,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\garden\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\garden\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\garden\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\garden\sh_only_10k\train.log,success,1128.0315596,18.8005259933,0.313342099889,parsed_log,24,0.4713994,0.0196416416667,50.9122412969,0,1600x1036,original_3dgs,6648,6305.60986328,6648,direct_benchmark,2901.40673923,999.37469101,999.37469101,4225468,249302612,0,202822464,0,2.147750855
Mip-NeRF360,garden,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\garden\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\garden\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\garden\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\garden\app_only_10k\train.log,success,2175.2777066,36.2546284433,0.604243807389,parsed_log,24,0.4745113,0.0197713041667,50.5783529286,0,1600x1036,cuda_fused,6642,6434.56591797,6642,direct_benchmark,3288.27402973,1128.33008194,1128.33008194,4225468,283106499,33803887,33803887,33803887,131.103141785
Mip-NeRF360,garden,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\train.log,success,2423.6757435,40.394595725,0.673243262083,parsed_log,24,0.4692279,0.0195511625,51.1478537401,0,1600x1036,cuda_fused,6642,6434.56591797,6642,direct_benchmark,3288.27402973,1128.33008099,1128.33008099,4225468,283106499,33803887,236626351,33803887,131.103140835
Mip-NeRF360,garden,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\garden\geofar_sh_ours\train.log,success,2423.6757435,40.394595725,0.673243262083,parsed_log,24,1.1100394,0.0462516416667,21.6208541787,0,1600x1036,torch_precompute,7096,6627.99414062,7096,direct_benchmark,3288.27402973,1128.33008099,1128.33008099,4225468,283106499,33803887,236626351,33803887,131.103140835
Mip-NeRF360,kitchen,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\kitchen\chkpnt30000.pth,<OUTPUT_ROOT>\output\kitchen\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\kitchen\results.json,,success,,,,unavailable,35,0.5041546,0.0144044171429,69.4231491689,0,1600x1067,original_3dgs,6868,5795.67041016,6868,direct_benchmark,1056.99279881,363.443065643,363.443065643,1539345,90821355,0,0,0,0
Mip-NeRF360,kitchen,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\3dgs_40k_cont\train.log,success,783.1679838,13.05279973,0.217546662167,parsed_log,35,0.5079273,0.0145122085714,68.9074991638,0,1600x1067,original_3dgs,6902,5804.30078125,6902,direct_benchmark,1056.99279881,364.076438904,364.076438904,1539345,90821355,0,90821355,0,0.633373261
Mip-NeRF360,kitchen,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\sh_only_10k\train.log,success,765.4690843,12.7578180717,0.212630301194,parsed_log,35,0.5389457,0.0153984485714,64.9416072899,0,1600x1067,original_3dgs,6874,5798.4296875,6874,direct_benchmark,1056.9926157,364.076435089,364.076435089,1539345,90821355,0,73888560,0,0.633369446
Mip-NeRF360,kitchen,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\app_only_10k\train.log,success,1443.9666436,24.0661107267,0.401101845444,parsed_log,35,0.513687,0.0146767714286,68.1348759069,0,1600x1067,cuda_fused,6962,5845.99804688,6962,direct_benchmark,1197.93797016,411.057857513,411.057857513,1539345,103136258,12314903,12314903,12314903,47.61479187
Mip-NeRF360,kitchen,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\train.log,success,1547.6031845,25.7933864083,0.429889773472,parsed_log,35,0.528767,0.0151076285714,66.1917252779,0,1600x1067,cuda_fused,6962,5845.99804688,6962,direct_benchmark,1197.93797016,411.05785656,411.05785656,1539345,103136258,12314903,86203463,12314903,47.614790917
Mip-NeRF360,kitchen,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\kitchen\geofar_sh_ours\train.log,success,1547.6031845,25.7933864083,0.429889773472,parsed_log,35,0.8517232,0.0243349485714,41.0931626613,0,1600x1067,torch_precompute,7410,5915.87890625,7410,direct_benchmark,1197.93797016,411.05785656,411.05785656,1539345,103136258,12314903,86203463,12314903,47.614790917
Mip-NeRF360,room,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\room\chkpnt30000.pth,<OUTPUT_ROOT>\output\room\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\room\results.json,,success,,,,unavailable,39,0.4731847,0.0121329410256,82.4202473157,0,1600x1066,original_3dgs,7330,6668.37890625,7330,direct_benchmark,868.335206032,295.561977386,295.561977386,1264592,74610928,0,0,0,0
Mip-NeRF360,room,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\room\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\room\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\room\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\room\3dgs_40k_cont\train.log,success,662.3822234,11.0397037233,0.183995062056,parsed_log,39,0.4725894,0.0121176769231,82.524068462,0,1600x1066,original_3dgs,7346,6679.52490234,7346,direct_benchmark,868.335206032,299.094268799,299.094268799,1264592,74610928,0,74610928,0,3.532291413
Mip-NeRF360,room,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\room\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\room\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\room\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\room\sh_only_10k\train.log,success,655.3204523,10.9220075383,0.182033458972,parsed_log,39,0.5129095,0.013151525641,76.0368057133,0,1600x1066,original_3dgs,7338,6677.52490234,7338,direct_benchmark,868.335083961,299.094264984,299.094264984,1264592,74610928,0,60700416,0,3.532287598
Mip-NeRF360,room,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\room\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\room\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\room\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\room\app_only_10k\train.log,success,1069.876418,17.8312736333,0.297187893889,parsed_log,39,0.4782452,0.0122626974359,81.5481263586,0,1600x1066,cuda_fused,7338,6716.12207031,7338,direct_benchmark,984.126080513,337.690891266,337.690891266,1264592,84727807,10116879,10116879,10116879,42.12891388
Mip-NeRF360,room,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\train.log,success,1149.8953097,19.1649218283,0.319415363806,parsed_log,39,0.4789301,0.0122802589744,81.4315074371,0,1600x1066,cuda_fused,7338,6716.12207031,7338,direct_benchmark,984.126080513,337.690890312,337.690890312,1264592,84727807,10116879,70817295,10116879,42.128912926
Mip-NeRF360,room,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\room\geofar_sh_ours\train.log,success,1149.8953097,19.1649218283,0.319415363806,parsed_log,39,0.7983844,0.0204713948718,48.8486498484,0,1600x1066,torch_precompute,7706,6774.01074219,7706,direct_benchmark,984.126080513,337.690890312,337.690890312,1264592,84727807,10116879,70817295,10116879,42.128912926
Mip-NeRF360,stump,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\stump\chkpnt30000.pth,<OUTPUT_ROOT>\output\stump\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\stump\results.json,,success,,,,unavailable,16,0.2687944,0.01679965,59.525049629,0,1600x1060,original_3dgs,8886,8508.54882812,8886,direct_benchmark,2793.32757664,947.59860611,947.59860611,4068066,240015894,0,0,0,0
Mip-NeRF360,stump,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\stump\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\stump\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\stump\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\stump\3dgs_40k_cont\train.log,success,890.0977164,14.83496194,0.247249365667,parsed_log,16,0.2645527,0.01653454375,60.4794432263,0,1600x1060,original_3dgs,8946,8552.19287109,8946,direct_benchmark,2793.32757664,962.147354126,962.147354126,4068066,240015894,0,240015894,0,14.548748016
Mip-NeRF360,stump,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\stump\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\stump\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\stump\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\stump\sh_only_10k\train.log,success,946.7257597,15.7787626617,0.262979377694,parsed_log,16,0.2593197,0.01620748125,61.6999017043,0,1600x1060,original_3dgs,8926,8542.19287109,8926,direct_benchmark,2793.32739353,962.147350311,962.147350311,4068066,240015894,0,195267168,0,14.548744201
Mip-NeRF360,stump,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\stump\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\stump\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\stump\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\stump\app_only_10k\train.log,success,1639.499366,27.3249894333,0.455416490556,parsed_log,16,0.2616614,0.0163538375,61.1477275593,0,1600x1060,cuda_fused,8912,8666.34570312,8912,direct_benchmark,3165.78416157,1086.29921341,1086.29921341,4068066,272560565,32544671,32544671,32544671,138.7006073
Mip-NeRF360,stump,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\train.log,success,1894.6084882,31.5768081367,0.526280135611,parsed_log,16,0.2650443,0.01656526875,60.3672669059,0,1600x1060,cuda_fused,8912,8666.34570312,8912,direct_benchmark,3165.78416157,1086.29921246,1086.29921246,4068066,272560565,32544671,227811839,32544671,138.70060635
Mip-NeRF360,stump,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\stump\geofar_sh_ours\train.log,success,1894.6084882,31.5768081367,0.526280135611,parsed_log,16,0.6811184,0.0425699,23.4907763467,0,1600x1060,torch_precompute,9350,8852.56835938,9350,direct_benchmark,3165.78416157,1086.29921246,1086.29921246,4068066,272560565,32544671,227811839,32544671,138.70060635
Mip-NeRF360,treehill,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\treehill\chkpnt30000.pth,<OUTPUT_ROOT>\output\treehill\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\treehill\results.json,,success,,,,unavailable,18,0.2710543,0.0150585722222,66.4073582304,0,1600x1050,original_3dgs,8766,8439.05273438,8766,direct_benchmark,2102.6030283,723.156780243,723.156780243,3062126,180665434,0,0,0,0
Mip-NeRF360,treehill,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\3dgs_40k_cont\train.log,success,808.9351036,13.4822517267,0.224704195444,parsed_log,18,0.2872074,0.0159559666667,62.6724798874,0,1600x1050,original_3dgs,8788,8448.71923828,8788,direct_benchmark,2102.6030283,724.231246948,724.231246948,3062126,180665434,0,180665434,0,1.074466705
Mip-NeRF360,treehill,sh_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\sh_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\sh_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\sh_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\sh_only_10k\train.log,success,837.4057805,13.9567630083,0.232612716806,parsed_log,18,0.2701153,0.0150064055556,66.638209683,0,1600x1050,original_3dgs,8764,8440.09326172,8764,direct_benchmark,2102.60290623,724.231243134,724.231243134,3062126,180665434,0,146982048,0,1.074462891
Mip-NeRF360,treehill,app_only_10k,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\app_only_10k\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\app_only_10k\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\app_only_10k\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\app_only_10k\train.log,success,1488.5671072,24.8094517867,0.413490863111,parsed_log,18,0.2670312,0.0148350666667,67.4078534643,0,1600x1050,cuda_fused,8718,8533.546875,8718,direct_benchmark,2382.96305561,817.684253693,817.684253693,3062126,205162585,24497151,24497151,24497151,94.52747345
Mip-NeRF360,treehill,geofar_sh_ours,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\train.log,success,1681.6210128,28.02701688,0.467116948,parsed_log,18,0.2960478,0.0164471,60.8009922722,0,1600x1050,cuda_fused,8718,8533.546875,8718,direct_benchmark,2382.96305561,817.684252739,817.684252739,3062126,205162585,24497151,171479199,24497151,94.527472496
Mip-NeRF360,treehill,geofar_sh_ours_torch_precompute,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\treehill\geofar_sh_ours\train.log,success,1681.6210128,28.02701688,0.467116948,parsed_log,18,0.6210869,0.0345048277778,28.9814517099,0,1600x1050,torch_precompute,9326,8673.72070312,9326,direct_benchmark,2382.96305561,817.684252739,817.684252739,3062126,205162585,24497151,171479199,24497151,94.527472496
Tanks&Temples,train,3dgs_30k_baseline,<OUTPUT_ROOT>\output_ckpt30k\train\chkpnt30000.pth,<OUTPUT_ROOT>\output\train\point_cloud\iteration_30000,<OUTPUT_ROOT>\output\train\results.json,,success,,,,unavailable,38,0.3898664,0.0102596421053,97.4692869147,0,980x545,original_3dgs,8188,7606.89501953,8188,direct_benchmark,748.235840797,258.398731232,258.398731232,1089685,64291415,0,0,0,0
Tanks&Temples,train,3dgs_40k_cont,<PROJECT_ROOT>\output\paper_fairness_controls\train\3dgs_40k_cont\chkpnt40000.pth,<PROJECT_ROOT>\output\paper_fairness_controls\train\3dgs_40k_cont\point_cloud\iteration_40000,<PROJECT_ROOT>\output\paper_fairness_controls\train\3dgs_40k_cont\results.json,<PROJECT_ROOT>\output\paper_fairness_controls\train\3dgs_40k_cont\train.log,success,439.863444,7.3310574,0.12218429,parsed_log,38,0.345089,0.00908128947368,110.116520666,0,980x545,original_3dgs,8178,7604.20361328,8178,direct_benchmark,748.235840797,257.726799011,257.726799011,1089685,64291415,0,64291415,0,-0.671932221
